state_code,county_code,same_num,same_rate,similar_rate,long_name
KY,21193,2,0,0.625,Perry County
KY,21207,2,0,0.5,Russell County
KY,21209,1,0,0.8214285714285714,Scott County
KY,21211,2,0.5,0.8888888888888888,Shelby County
KY,21221,1,1,0.7,Trigg County
KY,21227,4,1,0.9090909090909091,Warren County
KY,21231,1,1,0.6666666666666666,Wayne County
KY,21235,2,1,0.75,Whitley County
LA,22001,4,0.5,0.4,Acadia Parish
LA,22005,5,0.8,0.7272727272727273,Ascension Parish
LA,22009,1,1,0.8181818181818182,Avoyelles Parish
LA,22011,1,1,0.7058823529411765,Beauregard Parish
LA,22013,7,0.14285714285714285,0.2,Bienville Parish
LA,22015,7,0.8571428571428571,0.8160919540229885,Bossier Parish
LA,22017,4,0.75,0.6307692307692307,Caddo Parish
LA,22019,4,0.75,0.7333333333333333,Calcasieu Parish
LA,22029,1,0,0.5,Concordia Parish
LA,22033,20,0.9,0.8852459016393442,East Baton Rouge Parish
LA,22037,4,0.25,1,East Feliciana Parish
LA,22051,13,0.9230769230769231,0.8823529411764706,Jefferson Parish
LA,22055,17,0.47058823529411764,0.7552447552447552,Lafayette Parish
LA,22057,4,1,0.6808510638297872,Lafourche Parish
LA,22061,1,0,0.75,Lincoln Parish
LA,22063,8,0.75,0.7380952380952381,Livingston Parish
LA,22071,23,0.9130434782608695,0.8461538461538461,Orleans Parish
LA,22073,7,0.8571428571428571,0.7407407407407407,Ouachita Parish
LA,22077,1,0,0.16666666666666666,Pointe Coupee Parish
LA,22079,6,0.5,0.6086956521739131,Rapides Parish
LA,22087,4,0.75,0.8,St. Bernard Parish
LA,22089,2,1,0.5454545454545454,St. Charles Parish
LA,22091,3,0,0.5,St. Helena Parish
LA,22095,1,1,0.7142857142857143,St. John the Baptist Parish
LA,22097,1,1,0.5428571428571428,St. Landry Parish
LA,22099,2,0,0.4090909090909091,St. Martin Parish
LA,22101,1,1,0.26666666666666666,St. Mary Parish
LA,22103,13,0.9230769230769231,0.8333333333333334,St. Tammany Parish
LA,22105,8,0.125,0.618421053,Tangipahoa Parish
LA,22109,2,0.5,0.5609756097560976,Terrebonne Parish
LA,22115,1,1,0.7142857142857143,Vernon Parish
LA,22117,1,0,0.5,Washington Parish
MA,25001,33,0.9696969696969697,0.8865979381443299,Barnstable County
MA,25003,6,0.8333333333333334,0.9387755102040817,Berkshire County
MA,25005,41,0.7804878048780488,0.8901515151515151,Bristol County
MA,25009,50,0.92,0.946031746,Essex County
MA,25011,5,0.8,0.9444444444444444,Franklin County
MA,25013,45,0.9555555555555556,0.9101123595505618,Hampden County
MA,25015,16,0.9375,0.9538461538461539,Hampshire County
MA,25017,84,0.9047619047619048,0.9619852164730729,Middlesex County
MA,25021,34,0.8529411764705882,0.9384965831435079,Norfolk County
MA,25023,32,0.875,0.9292035398230089,Plymouth County
MA,25025,73,0.95890411,0.9026548672566371,Suffolk County
MA,25027,56,0.9285714285714286,0.9311163895486936,Worcester County
MD,24001,1,1,1,Allegany County
MD,24003,37,0.8378378378378378,0.9074889867841409,Anne Arundel County
MD,24005,48,0.8958333333333334,0.9315960912052117,Baltimore County
MD,24009,3,1,0.9302325581395349,Calvert County
MD,24011,2,0.5,0.75,Caroline County
MD,24013,4,1,0.941747573,Carroll County
MD,24015,8,1,0.8863636363636364,Cecil County
MD,24017,12,0.6666666666666666,0.9212598425196851,Charles County
MD,24019,4,0.75,0.6923076923076923,Dorchester County
MD,24021,15,0.9333333333333333,0.9064748201438849,Frederick County
MD,24023,2,1,0.96,Garrett County
MD,24025,7,0.5714285714285714,0.9323308270676691,Harford County
MD,24027,20,0.95,0.9134948096885813,Howard County
MD,24031,79,0.9113924050632911,0.9510664993726474,Montgomery County
MD,24033,67,0.8656716417910447,0.918429003,Prince George's County
MD,24035,3,1,0.8536585365853658,Queen Anne's County
MD,24037,7,0.8571428571428571,0.9047619047619048,St. Mary's County
MD,24039,1,1,0.8181818181818182,Somerset County
MD,24041,1,1,0.8461538461538461,Talbot County
MD,24043,12,0.75,0.9041095890410958,Washington County
MD,24045,9,0.8888888888888888,0.8974358974358975,Wicomico County
MD,24047,9,0.8888888888888888,0.8490566037735849,Worcester County
MD,24510,36,0.8888888888888888,0.918918919,Baltimore city
ME,23001,4,1,0.8285714285714286,Androscoggin County
ME,23003,1,1,0.8333333333333334,Aroostook County
ME,23005,10,0.9,0.9618320610687023,Cumberland County
ME,23009,1,1,1,Hancock County
ME,23011,3,1,0.9743589743589743,Kennebec County
ME,23013,6,0.8333333333333334,0.8333333333333334,Knox County
ME,23015,2,0.5,0.6923076923076923,Lincoln County
ME,23017,4,1,0.6666666666666666,Oxford County
ME,23019,5,0.8,0.925,Penobscot County
ME,23023,1,1,0.9285714285714286,Sagadahoc County
ME,23027,1,1,0.9285714285714286,Waldo County
ME,23031,10,0.9,0.8541666666666666,York County
MI,26005,8,0.625,0.7704918032786885,Allegan County
MI,26007,2,1,1,Alpena County
MI,26009,2,1,0.75,Antrim County
MI,26015,4,1,0.9032258064516129,Barry County
MI,26017,2,1,0.8846153846153846,Bay County
MI,26021,9,0.8888888888888888,0.953125,Berrien County
MI,26025,6,0.8333333333333334,0.8636363636363636,Calhoun County
MI,26027,1,1,1,Cass County
MI,26029,1,1,0.7142857142857143,Charlevoix County
MI,26031,1,0,1,Cheboygan County
MI,26033,1,1,0.8571428571428571,Chippewa County
MI,26037,1,1,0.7708333333333334,Clinton County
MI,26041,1,1,0.5,Delta County
MI,26045,5,1,0.7608695652173914,Eaton County
MI,26049,12,0.9166666666666666,0.8297872340425532,Genesee County
MI,26051,1,1,0.8,Gladwin County
MI,26055,5,0.6,0.8,Grand Traverse County
MI,26063,1,0,1,Huron County
MI,26065,15,1,0.8243243243243243,Ingham County
MI,26067,1,1,0.6818181818181818,Ionia County
MI,26069,1,1,0.8333333333333334,Iosco County
MI,26071,1,1,0.6666666666666666,Iron County
MI,26073,4,0.75,0.72,Isabella County
MI,26075,7,0.5714285714285714,0.7846153846153846,Jackson County
MI,26077,23,0.5652173913043478,0.8085106382978723,Kalamazoo County
MI,26079,3,1,1,Kalkaska County
MI,26081,42,0.7380952380952381,0.8885714285714286,Kent County
MI,26087,1,1,0.9473684210526315,Lapeer County
MI,26091,2,1,0.7906976744186046,Lenawee County
MI,26093,6,1,0.8524590163934426,Livingston County
MI,26099,44,0.8863636363636364,0.8888888888888888,Macomb County
MI,26103,1,1,1,Marquette County
MI,26105,1,1,0.8,Mason County
MI,26107,1,0,1,Mecosta County
MI,26115,6,0.6666666666666666,0.8333333333333334,Monroe County
MI,26117,2,1,0.9545454545454546,Montcalm County
MI,26121,10,0.9,0.8536585365853658,Muskegon County
MI,26123,2,0.5,0.8,Newaygo County
MI,26125,53,0.8490566037735849,0.9107505070993914,Oakland County
MI,26133,1,0,0.75,Osceola County
MI,26137,2,1,1,Otsego County
MI,26139,13,0.6923076923076923,0.8609271523178808,Ottawa County
MI,26143,3,0.6666666666666666,1,Roscommon County
MI,26145,6,0.5,0.9117647058823529,Saginaw County
MI,26147,3,1,0.8974358974358975,St. Clair County
MI,26151,3,1,0.5454545454545454,Sanilac County
MI,26155,4,0.75,0.9411764705882353,Shiawassee County
MI,26159,7,0.7142857142857143,0.88,Van Buren County
MI,26161,28,0.8928571428571429,0.9180327868852459,Washtenaw County
MI,26163,70,0.8142857142857143,0.8233890214797136,Wayne County
MN,27003,26,0.9230769230769231,0.9453125,Anoka County
MN,27009,1,1,0.9230769230769231,Benton County
MN,27013,2,1,0.8461538461538461,Blue Earth County
MN,27017,2,0.5,0.8235294117647058,Carlton County
MN,27019,2,1,0.9253731343283582,Carver County
MN,27025,2,0,0.8888888888888888,Chisago County
MN,27027,1,1,0.9032258064516129,Clay County
MN,27035,1,1,0.875,Crow Wing County
MN,27037,38,0.8421052631578947,0.9253246753246753,Dakota County
MN,27039,3,1,0.75,Dodge County
MN,27043,1,1,1,Faribault County
MN,27049,2,1,0.9166666666666666,Goodhue County
MN,27053,97,0.9278350515463918,0.9601406799531067,Hennepin County
MN,27055,1,1,1,Houston County
MN,27059,3,1,0.9473684210526315,Isanti County
MN,27091,1,1,1,Martin County
MN,27095,1,1,0.5833333333333334,Mille Lacs County
MN,27099,1,1,0.7777777777777778,Mower County
MN,27103,4,0.5,0.8888888888888888,Nicollet County
MN,27107,1,1,1,Norman County
MN,27109,4,1,0.9655172413793104,Olmsted County
MN,27115,2,1,1,Pine County
MN,27117,1,1,1,Pipestone County
MN,27123,36,0.9444444444444444,0.9315960912052117,Ramsey County
MN,27131,1,0,0.8461538461538461,Rice County
MN,27137,9,0.8888888888888888,0.9824561403508771,St. Louis County
MN,27139,7,0.8571428571428571,0.963963964,Scott County
MN,27141,8,0.75,0.84375,Sherburne County
MN,27145,2,0,0.9534883720930233,Stearns County
MN,27147,3,0.3333333333333333,1,Steele County
MN,27153,1,1,1,Todd County
MN,27163,14,0.9285714285714286,0.9295154185022027,Washington County
MN,27169,2,1,0.95,Winona County
MN,27171,8,0.875,0.8877551020408163,Wright County
MO,29001,2,1,1,Adair County
MO,29007,1,1,1,Audrain County
MO,29009,1,1,0.75,Barry County
MO,29013,1,1,0.75,Bates County
MO,29019,5,0.6,0.9438202247191011,Boone County
MO,29021,2,1,0.7916666666666666,Buchanan County
MO,29023,1,0,1,Butler County
MO,29029,5,0.8,0.9333333333333333,Camden County
MO,29031,3,1,1,Cape Girardeau County
MO,29037,6,0.6666666666666666,0.8666666666666667,Cass County
MO,29043,2,1,0.8615384615384616,Christian County
MO,29047,14,1,0.9324324324324325,Clay County
MO,29049,1,1,0.625,Clinton County
MO,29051,4,1,0.8928571428571429,Cole County
MO,29055,1,1,1,Crawford County
MO,29059,1,0,0.8,Dallas County
MO,29071,1,1,0.9583333333333334,Franklin County
MO,29077,9,0.8888888888888888,0.9230769230769231,Greene County
MO,29085,1,0,0.8,Hickory County
MO,29091,1,0,0.8,Howell County
MO,29095,28,0.8928571428571429,0.9243243243243243,Jackson County
MO,29097,5,0.4,0.9242424242424242,Jasper County
MO,29099,7,0.8571428571428571,0.8470588235294118,Jefferson County
MO,29101,3,1,0.8918918918918919,Johnson County
MO,29105,1,1,0.7222222222222222,Laclede County
MO,29113,1,0,0.6,Lincoln County
MO,29119,1,0,0.7142857142857143,McDonald County
MO,29121,1,1,1,Macon County
MO,29127,1,1,1,Marion County
MO,29141,1,0,0.75,Morgan County
MO,29145,1,1,0.7560975609756098,Newton County
MO,29159,1,1,1,Pettis County
MO,29161,1,1,0.75,Phelps County
MO,29165,7,0.8571428571428571,0.8846153846153846,Platte County
MO,29169,3,1,0.8695652173913043,Pulaski County
MO,29175,1,0,1,Randolph County
MO,29183,8,1,0.9285714285714286,St. Charles County
MO,29189,27,1,0.9358024691358025,St. Louis County
MO,29195,1,1,0.8333333333333334,Saline County
MO,29201,5,1,0.5,Scott County
MO,29207,2,1,0.6,Stoddard County
MO,29209,1,1,0.9333333333333333,Stone County
MO,29213,2,1,0.9411764705882353,Taney County
MO,29229,1,1,1,Wright County
MO,29510,26,1,0.9280575539568345,St. Louis city
MS,28003,2,0.5,0.75,Alcorn County
MS,28017,2,0.5,0.3333333333333333,Chickasaw County
MS,28033,6,0.8333333333333334,0.9130434782608695,DeSoto County
MS,28035,2,1,0.5625,Forrest County
MS,28047,14,0.5,0.8115942028985508,Harrison County
MS,28049,2,1,0.6896551724137931,Hinds County
MS,28059,6,1,0.8840579710144928,Jackson County
MS,28065,1,0,0.25,Jefferson Davis County
MS,28067,1,1,0.6818181818181818,Jones County
MS,28071,3,0.6666666666666666,0.75,Lafayette County
MS,28073,3,0,0.8,Lamar County
MS,28075,2,1,0.9285714285714286,Lauderdale County
MS,28077,1,0,1,Lawrence County
MS,28081,3,1,0.7692307692307693,Lee County
MS,28087,2,1,0.9444444444444444,Lowndes County
MS,28089,1,0,0.9032258064516129,Madison County
MS,28099,1,0,0.6666666666666666,Neshoba County
MS,28105,6,0,0.75,Oktibbeha County
MS,28107,1,0,0.8333333333333334,Panola County
MS,28113,1,1,0.4,Pike County
MS,28121,4,1,0.7758620689655172,Rankin County
MS,28127,1,1,0.7,Simpson County
MS,28129,2,0.5,0.2857142857142857,Smith County
MS,28135,1,0,1,Tallahatchie County
MS,28145,1,0,0.2,Union County
MS,28153,1,0,1,Wayne County
MS,28155,1,1,0.3333333333333333,Webster County
MS,28163,1,0,0,Yazoo County
MT,30003,1,0,1,Big Horn County
MT,30013,2,0.5,0.84,Cascade County
MT,30021,1,1,1,Dawson County
MT,30027,1,1,1,Fergus County
MT,30029,9,0.7777777777777778,0.85,Flathead County
MT,30031,2,1,0.9508196721311475,Gallatin County
MT,30043,1,1,0.8888888888888888,Jefferson County
MT,30047,1,0,0.8333333333333334,Lake County
MT,30049,2,1,0.8125,Lewis and Clark County
MT,30057,1,1,1,Madison County
MT,30061,1,0,0.8,Mineral County
MT,30063,6,0.8333333333333334,0.8163265306122449,Missoula County
MT,30065,2,0.5,0.5,Musselshell County
MT,30067,1,1,0.7777777777777778,Park County
MT,30077,1,0,1,Powell County
MT,30093,2,1,0.8888888888888888,Silver Bow County
MT,30095,1,1,0.5,Stillwater County
MT,30111,16,0.875,0.8924731182795699,Yellowstone County
NC,37001,3,1,0.9259259259259259,Alamance County
NC,37009,1,1,0.8,Ashe County
NC,37011,2,1,1,Avery County
NC,37013,1,1,0.6842105263157895,Beaufort County
NC,37019,10,0.8,0.8248587570621468,Brunswick County
NC,37021,30,0.8333333333333334,0.7884615384615384,Buncombe County
NC,37023,4,0.75,0.8888888888888888,Burke County
NC,37025,16,0.875,0.9324324324324325,Cabarrus County
NC,37027,3,1,0.7586206896551724,Caldwell County
NC,37031,1,1,0.9791666666666666,Carteret County
NC,37035,6,1,0.8909090909090909,Catawba County
NC,37037,8,1,0.9054054054054054,Chatham County
NC,37045,4,0.5,0.8163265306122449,Cleveland County
NC,37047,1,0,0.3448275862068966,Columbus County
NC,37049,4,0.75,0.84,Craven County
NC,37051,26,0.7307692307692307,0.8686868686868687,Cumberland County
NC,37053,3,1,0.9574468085106383,Currituck County
NC,37055,6,0.6666666666666666,0.92,Dare County
NC,37057,4,0.75,0.8857142857142857,Davidson County
NC,37059,1,1,0.7857142857142857,Davie County
NC,37061,4,0.25,0.6666666666666666,Duplin County
NC,37063,33,0.8787878787878788,0.9484536082474226,Durham County
NC,37065,2,0.5,0.5833333333333334,Edgecombe County
NC,37067,12,0.8333333333333334,0.9047619047619048,Forsyth County
NC,37069,7,0.8571428571428571,0.90625,Franklin County
NC,37071,9,1,0.8819444444444444,Gaston County
NC,37077,4,0.75,0.9736842105263158,Granville County
NC,37081,25,0.76,0.9020408163265307,Guilford County
NC,37083,1,1,0.46153846153846156,Halifax County
NC,37085,13,0.8461538461538461,0.901840491,Harnett County
NC,37087,4,1,0.8,Haywood County
NC,37089,3,0.6666666666666666,0.8387096774193549,Henderson County
NC,37093,3,1,0.8939393939393939,Hoke County
NC,37097,10,0.7,0.89,Iredell County
NC,37099,1,1,0.7428571428571429,Jackson County
NC,37101,8,0.875,0.9248826291079812,Johnston County
NC,37105,3,1,0.8409090909090909,Lee County
NC,37107,2,0.5,0.7222222222222222,Lenoir County
NC,37109,4,0.75,0.8214285714285714,Lincoln County
NC,37111,3,1,1,McDowell County
NC,37113,2,1,0.7894736842105263,Macon County
NC,37115,3,1,1,Madison County
NC,37117,1,1,0.6666666666666666,Martin County
NC,37119,72,0.9027777777777778,0.9260450160771704,Mecklenburg County
NC,37123,4,0.5,0.7222222222222222,Montgomery County
NC,37125,3,1,0.9278350515463918,Moore County
NC,37127,5,0.8,0.7647058823529411,Nash County
NC,37129,12,1,0.9407407407407408,New Hanover County
NC,37131,1,0,0.8,Northampton County
NC,37133,17,0.8235294117647058,0.8838174273858921,Onslow County
NC,37135,11,0.9090909090909091,0.8977272727272727,Orange County
NC,37137,1,1,0.6666666666666666,Pamlico County
NC,37139,1,1,0.7941176470588235,Pasquotank County
NC,37141,7,0.8571428571428571,0.8852459016393442,Pender County
NC,37145,1,1,0.7692307692307693,Person County
NC,37147,5,0.8,0.8625,Pitt County
NC,37149,3,1,1,Polk County
NC,37151,5,0.8,0.673469388,Randolph County
NC,37153,2,1,0.68,Richmond County
NC,37155,10,0.3,0.4444444444444444,Robeson County
NC,37157,5,0.8,0.7352941176470589,Rockingham County
NC,37159,11,0.8181818181818182,0.7719298245614035,Rowan County
NC,37161,2,1,0.7692307692307693,Rutherford County
NC,37163,1,0,0.8333333333333334,Sampson County
NC,37165,2,0.5,0.5789473684210527,Scotland County
NC,37167,2,1,0.8421052631578947,Stanly County
NC,37169,2,1,0.7894736842105263,Stokes County
NC,37171,1,1,0.72,Surry County
NC,37173,1,1,0.7857142857142857,Swain County
NC,37175,2,1,0.8461538461538461,Transylvania County
NC,37177,1,0,1,Tyrrell County
NC,37179,22,0.9545454545454546,0.9171270718232044,Union County
NC,37181,2,1,0.8181818181818182,Vance County
NC,37183,75,0.9333333333333333,0.9390103567318757,Wake County
NC,37189,2,1,0.9259259259259259,Watauga County
NC,37191,3,1,0.78,Wayne County
NC,37193,2,1,0.6521739130434783,Wilkes County
NC,37195,3,1,0.8275862068965517,Wilson County
NC,37197,2,0.5,0.625,Yadkin County
NC,37199,1,1,1,Yancey County
ND,38015,1,0,0.9655172413793104,Burleigh County
ND,38017,3,0.3333333333333333,0.9875,Cass County
ND,38035,1,1,0.9428571428571428,Grand Forks County
ND,38059,1,1,1,Morton County
ND,38061,1,1,1,Mountrail County
ND,38099,1,1,1,Walsh County
ND,38101,3,1,0.9655172413793104,Ward County
NE,31001,1,1,0.8571428571428571,Adams County
NE,31011,1,1,0.5,Boone County
NE,31019,1,1,1,Buffalo County
NE,31025,5,0.8,1,Cass County
NE,31043,1,1,1,Dakota County
NE,31047,1,1,1,Dawson County
NE,31055,28,0.9285714285714286,0.9258160237388724,Douglas County
NE,31079,3,1,1,Hall County
NE,31089,1,1,1,Holt County
NE,31109,15,0.6666666666666666,0.9503105590062112,Lancaster County
NE,31111,1,1,1,Lincoln County
NE,31141,1,1,1,Platte County
NE,31153,5,1,0.9488636363636364,Sarpy County
NE,31185,1,1,1,York County
NH,33001,1,1,0.8695652173913043,Belknap County
NH,33003,4,1,0.9047619047619048,Carroll County
NH,33005,4,1,0.8,Cheshire County
NH,33009,5,0.6,0.868421053,Grafton County
NH,33011,23,0.8695652173913043,0.9015544041450777,Hillsborough County
NH,33013,7,0.7142857142857143,0.9206349206349206,Merrimack County
NH,33015,14,0.7857142857142857,0.8978102189781022,Rockingham County
NH,33017,11,0.8181818181818182,0.8888888888888888,Strafford County
NH,33019,3,1,0.8571428571428571,Sullivan County
NJ,34001,19,0.8947368421052632,0.9026548672566371,Atlantic County
NJ,34003,54,0.9074074074074074,0.9080717488789237,Bergen County
NJ,34005,37,0.8918918918918919,0.8841698841698842,Burlington County
NJ,34007,33,0.8787878787878788,0.8869565217391304,Camden County
NJ,34009,5,1,0.9107142857142857,Cape May County
NJ,34011,8,0.875,0.8947368421052632,Cumberland County
NJ,34013,44,0.9090909090909091,0.9129032258064517,Essex County
NJ,34015,11,0.7272727272727273,0.8571428571428571,Gloucester County
NJ,34017,30,0.8,0.8624161073825504,Hudson County
NJ,34019,4,0.75,0.918918919,Hunterdon County
NJ,34021,19,0.8947368421052632,0.8931297709923665,Mercer County
NJ,34023,48,0.7708333333333334,0.8575757575757575,Middlesex County
NJ,34025,26,0.8846153846153846,0.902834008,Monmouth County
NJ,34027,35,0.8285714285714286,0.95,Morris County
NJ,34029,32,0.8125,0.8939393939393939,Ocean County
NJ,34031,27,0.8518518518518519,0.8908045977011494,Passaic County
NJ,34033,4,1,0.9615384615384616,Salem County
NJ,34035,28,0.8571428571428571,0.9285714285714286,Somerset County
NJ,34037,16,0.875,0.8831168831168831,Sussex County
NJ,34039,36,0.8333333333333334,0.9336099585062241,Union County
NJ,34041,6,0.6666666666666666,0.8490566037735849,Warren County
NM,35001,72,0.7777777777777778,0.8832997987927566,Bernalillo County
NM,35005,3,0.6666666666666666,0.6071428571428571,Chaves County
NM,35006,1,1,0.6153846153846154,Cibola County
NM,35009,5,0.6,0.8846153846153846,Curry County
NM,35013,18,0.4444444444444444,0.8035714285714286,DoÐa Ana County
NM,35015,1,1,0.7619047619047619,Eddy County
NM,35025,3,0.6666666666666666,0.8421052631578947,Lea County
NM,35027,4,1,0.6521739130434783,Lincoln County
NM,35028,1,1,0.7619047619047619,Los Alamos County
NM,35029,1,1,0.8,Luna County
NM,35031,5,0.4,0.7741935483870968,McKinley County
NM,35035,8,0.75,0.8148148148148148,Otero County
NM,35039,3,0.6666666666666666,0.6111111111111112,Rio Arriba County
NM,35041,2,1,0.8181818181818182,Roosevelt County
NM,35043,14,0.6428571428571429,0.9078947368421053,Sandoval County
NM,35045,2,1,0.7611940298507462,San Juan County
NM,35047,3,0.3333333333333333,0.8461538461538461,San Miguel County
NM,35049,15,0.8,0.83,Santa Fe County
NM,35051,1,1,0.7777777777777778,Sierra County
NM,35055,3,0.6666666666666666,0.7894736842105263,Taos County
NM,35057,1,0,0.5454545454545454,Torrance County
NM,35061,5,0.4,0.8947368421052632,Valencia County
NV,32001,3,1,0.9230769230769231,Churchill County
NV,32003,306,0.8529411764705882,0.8945525291828794,Clark County
NV,32005,3,1,1,Douglas County
NV,32007,1,0,0.8695652173913043,Elko County
NV,32019,14,0.7857142857142857,0.9012345679012346,Lyon County
NV,32023,7,0.8571428571428571,0.9038461538461539,Nye County
NV,32031,47,0.9361702127659575,0.9004524886877828,Washoe County
NV,32033,1,1,0.8,White Pine County
NV,32510,3,1,0.8333333333333334,Carson City
NY,36001,21,0.8571428571428571,0.9256198347107438,Albany County
NY,36005,31,0.8064516129032258,0.7931034482758621,Bronx County
NY,36007,4,0.75,0.8936170212765957,Broome County
NY,36009,1,1,0.8695652173913043,Cattaraugus County
NY,36011,1,1,0.9285714285714286,Cayuga County
NY,36013,2,0.5,0.8695652173913043,Chautauqua County
NY,36015,6,1,0.8285714285714286,Chemung County
NY,36017,3,0.6666666666666666,0.6666666666666666,Chenango County
NY,36019,1,1,0.5294117647058824,Clinton County
NY,36021,7,0.8571428571428571,0.8571428571428571,Columbia County
NY,36023,2,0.5,0.8571428571428571,Cortland County
NY,36025,1,1,0.9285714285714286,Delaware County
NY,36027,33,0.8787878787878788,0.88125,Dutchess County
NY,36029,37,0.8648648648648649,0.8904109589041096,Erie County
NY,36031,2,1,0.8571428571428571,Essex County
NY,36033,1,1,0.5555555555555556,Franklin County
NY,36035,1,1,0.631578947,Fulton County
NY,36037,1,1,0.875,Genesee County
NY,36039,9,0.6666666666666666,0.9615384615384616,Greene County
NY,36041,1,1,0.5,Hamilton County
NY,36043,1,0,0.8571428571428571,Herkimer County
NY,36045,5,1,0.8974358974358975,Jefferson County
NY,36047,99,0.8484848484848485,0.9261744966442953,Kings County
NY,36049,2,1,1,Lewis County
NY,36053,1,1,0.9166666666666666,Madison County
NY,36055,33,0.9393939393939394,0.9425837320574163,Monroe County
NY,36057,2,1,0.8125,Montgomery County
NY,36059,80,0.85,0.8850325379609545,Nassau County
NY,36061,82,0.9146341463414634,0.8964346349745331,New York County
NY,36063,8,0.75,0.896551724,Niagara County
NY,36065,4,0.75,0.8529411764705882,Oneida County
NY,36067,15,0.6666666666666666,0.9142857142857143,Onondaga County
NY,36069,1,1,0.8888888888888888,Ontario County
NY,36071,28,0.8928571428571429,0.8835978835978836,Orange County
NY,36073,2,0.5,0.5833333333333334,Orleans County
NY,36075,2,0.5,0.9545454545454546,Oswego County
NY,36077,1,1,0.5625,Otsego County
NY,36079,6,0.8333333333333334,0.9122807017543859,Putnam County
NY,36081,83,0.8313253012048193,0.8793969849246231,Queens County
NY,36083,5,1,0.9565217391304348,Rensselaer County
NY,36085,21,0.8571428571428571,0.8846153846153846,Richmond County
NY,36087,17,0.8235294117647058,0.8771929824561403,Rockland County
NY,36091,9,0.8888888888888888,0.8333333333333334,Saratoga County
NY,36093,6,0.8333333333333334,0.9014084507042254,Schenectady County
NY,36095,1,1,0.7777777777777778,Schoharie County
NY,36097,1,1,1,Schuyler County
NY,36101,2,0.5,0.8888888888888888,Steuben County
NY,36103,87,0.8620689655172413,0.9120135363790186,Suffolk County
NY,36105,10,0.8,0.8596491228070176,Sullivan County
NY,36109,5,1,0.9285714285714286,Tompkins County
NY,36111,19,0.9473684210526315,0.8706896551724138,Ulster County
NY,36113,4,1,0.8636363636363636,Warren County
NY,36115,1,0,0.7272727272727273,Washington County
NY,36117,2,1,0.8888888888888888,Wayne County
NY,36119,49,0.8163265306122449,0.9384920634920635,Westchester County
NY,36123,2,0.5,0.8571428571428571,Yates County
OH,39003,2,0,1,Allen County
OH,39005,2,1,1,Ashland County
OH,39007,1,0,0.75,Ashtabula County
OH,39009,3,0.6666666666666666,0.7777777777777778,Athens County
OH,39011,1,0,1,Auglaize County
OH,39015,2,1,0.8571428571428571,Brown County
OH,39017,9,0.8888888888888888,0.8689655172413793,Butler County
OH,39021,1,1,0.7692307692307693,Champaign County
OH,39023,2,0.5,0.9487179487179487,Clark County
OH,39025,7,0.8571428571428571,0.8481012658227848,Clermont County
OH,39027,2,1,0.7647058823529411,Clinton County
OH,39029,4,1,0.8333333333333334,Columbiana County
OH,39031,1,1,1,Coshocton County
OH,39033,1,1,0.8333333333333334,Crawford County
OH,39035,55,0.8181818181818182,0.9037974683544304,Cuyahoga County
OH,39041,13,0.9230769230769231,0.9285714285714286,Delaware County
OH,39045,4,0.75,0.8539325842696629,Fairfield County
OH,39047,1,1,0.6666666666666666,Fayette County
OH,39049,75,0.88,0.9228295819935691,Franklin County
OH,39051,1,1,0.8888888888888888,Fulton County
OH,39055,1,0,0.9583333333333334,Geauga County
OH,39057,6,1,0.926829268,Greene County
OH,39059,1,1,0.6,Guernsey County
OH,39061,36,0.9166666666666666,0.9328859060402684,Hamilton County
OH,39063,1,1,0.7931034482758621,Hancock County
OH,39065,1,1,0.8571428571428571,Hardin County
OH,39069,2,0.5,0.75,Henry County
OH,39071,2,0.5,0.875,Highland County
OH,39073,1,1,0.7777777777777778,Hocking County
OH,39081,2,1,0.875,Jefferson County
OH,39083,1,0,0.9090909090909091,Knox County
OH,39085,5,1,0.8958333333333334,Lake County
OH,39087,1,1,0.9090909090909091,Lawrence County
OH,39089,15,0.7333333333333333,0.8295454545454546,Licking County
OH,39093,7,0.8571428571428571,0.9456521739130435,Lorain County
OH,39095,24,0.7916666666666666,0.9022556390977443,Lucas County
OH,39097,3,1,0.8181818181818182,Madison County
OH,39099,5,0.8,0.9459459459459459,Mahoning County
OH,39103,3,1,0.9433962264150944,Medina County
OH,39109,2,1,0.9705882352941176,Miami County
OH,39113,30,0.9333333333333333,0.9330543933054394,Montgomery County
OH,39117,1,1,1,Morrow County
OH,39119,1,1,0.92,Muskingum County
OH,39121,1,1,1,Noble County
OH,39125,1,1,1,Paulding County
OH,39129,2,1,0.8787878787878788,Pickaway County
OH,39133,8,0.75,0.9722222222222222,Portage County
OH,39139,3,1,0.78125,Richland County
OH,39141,1,1,0.9285714285714286,Ross County
OH,39143,3,0.6666666666666666,0.9,Sandusky County
OH,39147,1,1,0.75,Seneca County
OH,39149,1,1,1,Shelby County
OH,39151,5,1,0.898876404,Stark County
OH,39153,17,0.8235294117647058,0.9337748344370861,Summit County
OH,39155,6,1,0.8529411764705882,Trumbull County
OH,39157,1,0,1,Tuscarawas County
OH,39159,6,0.8333333333333334,0.921875,Union County
OH,39165,5,0.8,0.963963964,Warren County
OH,39167,1,0,1,Washington County
OH,39171,1,1,0.9090909090909091,Williams County
OH,39173,3,0.6666666666666666,0.8421052631578947,Wood County
OK,40011,2,0,0.5,Blaine County
